eps (accuracy)
  1.000000e-06
hn (ini.step size)
  1.000000e-07
       A             xsi             g       
  4.000000e-03   1.000000e+00   9.810000e+00
       hc      
  4.222125e-01
      h[m]           x[m]         lambda_1[m/s]  lambda_2[m/s]  lambda_3[m/s]         U[m/s]          B[m]     
  5.560000e-01  -8.953735e-01      3.993063e+00  -8.953735e-01   1.396418e-01      1.618665e+00  -1.312087e-02  
  5.550000e-01  -8.907531e-01      3.995682e+00  -8.907531e-01   1.414540e-01      1.623191e+00  -1.328064e-02  
  5.540000e-01  -8.861472e-01      3.998308e+00  -8.861472e-01   1.432898e-01      1.627725e+00  -1.344243e-02  
  5.530000e-01  -8.815559e-01      4.000940e+00  -8.815559e-01   1.451495e-01      1.632266e+00  -1.360627e-02  
  5.520000e-01  -8.769795e-01      4.003579e+00  -8.769795e-01   1.470335e-01      1.636816e+00  -1.377217e-02  
  5.510000e-01  -8.724182e-01      4.006226e+00  -8.724182e-01   1.489420e-01      1.641374e+00  -1.394017e-02  
  5.500000e-01  -8.678722e-01      4.008879e+00  -8.678722e-01   1.508753e-01      1.645941e+00  -1.411031e-02  
  5.490000e-01  -8.633418e-01      4.011540e+00  -8.633418e-01   1.528337e-01      1.650516e+00  -1.428260e-02  
  5.480000e-01  -8.588272e-01      4.014208e+00  -8.588272e-01   1.548176e-01      1.655099e+00  -1.445708e-02  
  5.470000e-01  -8.543286e-01      4.016883e+00  -8.543286e-01   1.568272e-01      1.659691e+00  -1.463379e-02  
  5.460000e-01  -8.498463e-01      4.019566e+00  -8.498463e-01   1.588628e-01      1.664291e+00  -1.481275e-02  
  5.450000e-01  -8.453804e-01      4.022256e+00  -8.453804e-01   1.609248e-01      1.668900e+00  -1.499399e-02  
  5.440000e-01  -8.409312e-01      4.024954e+00  -8.409312e-01   1.630134e-01      1.673518e+00  -1.517754e-02  
  5.430000e-01  -8.364990e-01      4.027659e+00  -8.364990e-01   1.651291e-01      1.678144e+00  -1.536345e-02  
  5.420000e-01  -8.320840e-01      4.030372e+00  -8.320840e-01   1.672720e-01      1.682780e+00  -1.555174e-02  
  5.410000e-01  -8.276864e-01      4.033093e+00  -8.276864e-01   1.694426e-01      1.687424e+00  -1.574244e-02  
  5.400000e-01  -8.233065e-01      4.035822e+00  -8.233065e-01   1.716411e-01      1.692078e+00  -1.593559e-02  
  5.390000e-01  -8.189444e-01      4.038558e+00  -8.189444e-01   1.738678e-01      1.696740e+00  -1.613123e-02  
  5.380000e-01  -8.146005e-01      4.041303e+00  -8.146005e-01   1.761231e-01      1.701412e+00  -1.632938e-02  
  5.370000e-01  -8.102749e-01      4.044056e+00  -8.102749e-01   1.784073e-01      1.706094e+00  -1.653010e-02  
  5.360000e-01  -8.059680e-01      4.046817e+00  -8.059680e-01   1.807208e-01      1.710784e+00  -1.673340e-02  
  5.350000e-01  -8.016799e-01      4.049586e+00  -8.016799e-01   1.830638e-01      1.715485e+00  -1.693933e-02  
  5.340000e-01  -7.974108e-01      4.052364e+00  -7.974108e-01   1.854366e-01      1.720194e+00  -1.714793e-02  
  5.330000e-01  -7.931611e-01      4.055150e+00  -7.931611e-01   1.878397e-01      1.724914e+00  -1.735923e-02  
  5.320000e-01  -7.889309e-01      4.057944e+00  -7.889309e-01   1.902733e-01      1.729643e+00  -1.757328e-02  
  5.310000e-01  -7.847205e-01      4.060748e+00  -7.847205e-01   1.927378e-01      1.734382e+00  -1.779010e-02  
  5.300000e-01  -7.805301e-01      4.063560e+00  -7.805301e-01   1.952334e-01      1.739131e+00  -1.800974e-02  
  5.290000e-01  -7.763600e-01      4.066381e+00  -7.763600e-01   1.977606e-01      1.743890e+00  -1.823225e-02  
  5.280000e-01  -7.722104e-01      4.069211e+00  -7.722104e-01   2.003196e-01      1.748660e+00  -1.845765e-02  
  5.270000e-01  -7.680814e-01      4.072050e+00  -7.680814e-01   2.029107e-01      1.753439e+00  -1.868600e-02  
  5.260000e-01  -7.639735e-01      4.074898e+00  -7.639735e-01   2.055344e-01      1.758229e+00  -1.891733e-02  
  5.250000e-01  -7.598867e-01      4.077755e+00  -7.598867e-01   2.081909e-01      1.763029e+00  -1.915168e-02  
  5.240000e-01  -7.558213e-01      4.080622e+00  -7.558213e-01   2.108806e-01      1.767840e+00  -1.938911e-02  
  5.230000e-01  -7.517776e-01      4.083498e+00  -7.517776e-01   2.136038e-01      1.772662e+00  -1.962964e-02  
  5.220000e-01  -7.477557e-01      4.086383e+00  -7.477557e-01   2.163608e-01      1.777494e+00  -1.987334e-02  
  5.210000e-01  -7.437559e-01      4.089279e+00  -7.437559e-01   2.191520e-01      1.782337e+00  -2.012023e-02  
  5.200000e-01  -7.397784e-01      4.092183e+00  -7.397784e-01   2.219776e-01      1.787191e+00  -2.037037e-02  
  5.190000e-01  -7.358235e-01      4.095098e+00  -7.358235e-01   2.248381e-01      1.792056e+00  -2.062380e-02  
  5.180000e-01  -7.318913e-01      4.098023e+00  -7.318913e-01   2.277336e-01      1.796932e+00  -2.088057e-02  
  5.170000e-01  -7.279821e-01      4.100958e+00  -7.279821e-01   2.306647e-01      1.801820e+00  -2.114073e-02  
  5.160000e-01  -7.240960e-01      4.103903e+00  -7.240960e-01   2.336315e-01      1.806719e+00  -2.140432e-02  
  5.150000e-01  -7.202334e-01      4.106858e+00  -7.202334e-01   2.366344e-01      1.811629e+00  -2.167140e-02  
  5.140000e-01  -7.163943e-01      4.109824e+00  -7.163943e-01   2.396738e-01      1.816551e+00  -2.194200e-02  
  5.130000e-01  -7.125791e-01      4.112800e+00  -7.125791e-01   2.427499e-01      1.821485e+00  -2.221619e-02  
  5.120000e-01  -7.087879e-01      4.115787e+00  -7.087879e-01   2.458631e-01      1.826431e+00  -2.249401e-02  
  5.110000e-01  -7.050209e-01      4.118785e+00  -7.050209e-01   2.490136e-01      1.831388e+00  -2.277551e-02  
  5.100000e-01  -7.012782e-01      4.121793e+00  -7.012782e-01   2.522019e-01      1.836358e+00  -2.306075e-02  
  5.090000e-01  -6.975602e-01      4.124813e+00  -6.975602e-01   2.554281e-01      1.841340e+00  -2.334977e-02  
  5.080000e-01  -6.938670e-01      4.127843e+00  -6.938670e-01   2.586927e-01      1.846334e+00  -2.364264e-02  
  5.070000e-01  -6.901988e-01      4.130885e+00  -6.901988e-01   2.619959e-01      1.851341e+00  -2.393940e-02  
  5.060000e-01  -6.865557e-01      4.133938e+00  -6.865557e-01   2.653380e-01      1.856360e+00  -2.424010e-02  
  5.050000e-01  -6.829379e-01      4.137003e+00  -6.829379e-01   2.687194e-01      1.861392e+00  -2.454481e-02  
  5.040000e-01  -6.793457e-01      4.140079e+00  -6.793457e-01   2.721403e-01      1.866437e+00  -2.485359e-02  
  5.030000e-01  -6.757792e-01      4.143167e+00  -6.757792e-01   2.756010e-01      1.871494e+00  -2.516647e-02  
  5.020000e-01  -6.722385e-01      4.146267e+00  -6.722385e-01   2.791019e-01      1.876565e+00  -2.548353e-02  
  5.010000e-01  -6.687238e-01      4.149379e+00  -6.687238e-01   2.826431e-01      1.881649e+00  -2.580483e-02  
  5.000000e-01  -6.652352e-01      4.152503e+00  -6.652352e-01   2.862251e-01      1.886746e+00  -2.613041e-02  
  4.990000e-01  -6.617731e-01      4.155639e+00  -6.617731e-01   2.898480e-01      1.891857e+00  -2.646034e-02  
  4.980000e-01  -6.583373e-01      4.158788e+00  -6.583373e-01   2.935123e-01      1.896981e+00  -2.679469e-02  
  4.970000e-01  -6.549282e-01      4.161949e+00  -6.549282e-01   2.972180e-01      1.902119e+00  -2.713351e-02  
  4.960000e-01  -6.515459e-01      4.165123e+00  -6.515459e-01   3.009656e-01      1.907271e+00  -2.747685e-02  
  4.950000e-01  -6.481904e-01      4.168310e+00  -6.481904e-01   3.047553e-01      1.912437e+00  -2.782480e-02  
  4.940000e-01  -6.448619e-01      4.171510e+00  -6.448619e-01   3.085874e-01      1.917617e+00  -2.817740e-02  
  4.930000e-01  -6.415606e-01      4.174722e+00  -6.415606e-01   3.124620e-01      1.922812e+00  -2.853473e-02  
  4.920000e-01  -6.382865e-01      4.177948e+00  -6.382865e-01   3.163796e-01      1.928020e+00  -2.889684e-02  
  4.910000e-01  -6.350399e-01      4.181188e+00  -6.350399e-01   3.203402e-01      1.933244e+00  -2.926381e-02  
  4.900000e-01  -6.318206e-01      4.184441e+00  -6.318206e-01   3.243443e-01      1.938482e+00  -2.963570e-02  
  4.890000e-01  -6.286290e-01      4.187707e+00  -6.286290e-01   3.283920e-01      1.943735e+00  -3.001257e-02  
  4.880000e-01  -6.254650e-01      4.190988e+00  -6.254650e-01   3.324836e-01      1.949003e+00  -3.039450e-02  
  4.870000e-01  -6.223289e-01      4.194282e+00  -6.223289e-01   3.366193e-01      1.954286e+00  -3.078155e-02  
  4.860000e-01  -6.192205e-01      4.197591e+00  -6.192205e-01   3.407993e-01      1.959584e+00  -3.117380e-02  
  4.850000e-01  -6.161401e-01      4.200914e+00  -6.161401e-01   3.450240e-01      1.964898e+00  -3.157130e-02  
  4.840000e-01  -6.130877e-01      4.204251e+00  -6.130877e-01   3.492934e-01      1.970228e+00  -3.197414e-02  
  4.830000e-01  -6.100634e-01      4.207603e+00  -6.100634e-01   3.536079e-01      1.975573e+00  -3.238239e-02  
  4.820000e-01  -6.070672e-01      4.210969e+00  -6.070672e-01   3.579676e-01      1.980935e+00  -3.279611e-02  
  4.810000e-01  -6.040992e-01      4.214351e+00  -6.040992e-01   3.623727e-01      1.986312e+00  -3.321539e-02  
  4.800000e-01  -6.011595e-01      4.217748e+00  -6.011595e-01   3.668236e-01      1.991706e+00  -3.364029e-02  
  4.790000e-01  -5.982480e-01      4.221160e+00  -5.982480e-01   3.713203e-01      1.997116e+00  -3.407090e-02  
  4.780000e-01  -5.953649e-01      4.224587e+00  -5.953649e-01   3.758630e-01      2.002542e+00  -3.450728e-02  
  4.770000e-01  -5.925102e-01      4.228030e+00  -5.925102e-01   3.804521e-01      2.007986e+00  -3.494952e-02  
  4.760000e-01  -5.896838e-01      4.231489e+00  -5.896838e-01   3.850876e-01      2.013446e+00  -3.539769e-02  
  4.750000e-01  -5.868859e-01      4.234963e+00  -5.868859e-01   3.897697e-01      2.018923e+00  -3.585187e-02  
  4.740000e-01  -5.841164e-01      4.238454e+00  -5.841164e-01   3.944987e-01      2.024418e+00  -3.631214e-02  
  4.730000e-01  -5.813753e-01      4.241961e+00  -5.813753e-01   3.992747e-01      2.029930e+00  -3.677858e-02  
  4.720000e-01  -5.786627e-01      4.245484e+00  -5.786627e-01   4.040978e-01      2.035459e+00  -3.725127e-02  
  4.710000e-01  -5.759785e-01      4.249024e+00  -5.759785e-01   4.089683e-01      2.041006e+00  -3.773029e-02  
  4.700000e-01  -5.733228e-01      4.252581e+00  -5.733228e-01   4.138863e-01      2.046572e+00  -3.821573e-02  
  4.690000e-01  -5.706955e-01      4.256154e+00  -5.706955e-01   4.188520e-01      2.052155e+00  -3.870768e-02  
  4.680000e-01  -5.680967e-01      4.259745e+00  -5.680967e-01   4.238655e-01      2.057757e+00  -3.920620e-02  
  4.670000e-01  -5.655262e-01      4.263353e+00  -5.655262e-01   4.289270e-01      2.063377e+00  -3.971140e-02  
  4.660000e-01  -5.629841e-01      4.266979e+00  -5.629841e-01   4.340367e-01      2.069015e+00  -4.022336e-02  
  4.650000e-01  -5.604704e-01      4.270622e+00  -5.604704e-01   4.391946e-01      2.074673e+00  -4.074216e-02  
  4.640000e-01  -5.579849e-01      4.274283e+00  -5.579849e-01   4.444009e-01      2.080349e+00  -4.126789e-02  
  4.630000e-01  -5.555277e-01      4.277963e+00  -5.555277e-01   4.496558e-01      2.086045e+00  -4.180065e-02  
  4.620000e-01  -5.530987e-01      4.281660e+00  -5.530987e-01   4.549594e-01      2.091760e+00  -4.234051e-02  
  4.610000e-01  -5.506979e-01      4.285376e+00  -5.506979e-01   4.603119e-01      2.097495e+00  -4.288759e-02  
  4.600000e-01  -5.483251e-01      4.289111e+00  -5.483251e-01   4.657132e-01      2.103249e+00  -4.344196e-02  
  4.590000e-01  -5.459804e-01      4.292864e+00  -5.459804e-01   4.711637e-01      2.109023e+00  -4.400371e-02  
  4.580000e-01  -5.436637e-01      4.296637e+00  -5.436637e-01   4.766633e-01      2.114818e+00  -4.457295e-02  
  4.570000e-01  -5.413748e-01      4.300428e+00  -5.413748e-01   4.822123e-01      2.120633e+00  -4.514977e-02  
  4.560000e-01  -5.391138e-01      4.304239e+00  -5.391138e-01   4.878107e-01      2.126468e+00  -4.573427e-02  
  4.550000e-01  -5.368806e-01      4.308070e+00  -5.368806e-01   4.934587e-01      2.132324e+00  -4.632654e-02  
  4.540000e-01  -5.346749e-01      4.311921e+00  -5.346749e-01   4.991563e-01      2.138201e+00  -4.692667e-02  
  4.530000e-01  -5.324969e-01      4.315791e+00  -5.324969e-01   5.049037e-01      2.144099e+00  -4.753478e-02  
  4.520000e-01  -5.303463e-01      4.319682e+00  -5.303463e-01   5.107009e-01      2.150018e+00  -4.815095e-02  
  4.510000e-01  -5.282232e-01      4.323593e+00  -5.282232e-01   5.165481e-01      2.155959e+00  -4.877530e-02  
  4.500000e-01  -5.261273e-01      4.327525e+00  -5.261273e-01   5.224454e-01      2.161921e+00  -4.940792e-02  
  4.490000e-01  -5.240586e-01      4.331478e+00  -5.240586e-01   5.283929e-01      2.167906e+00  -5.004891e-02  
  4.480000e-01  -5.220169e-01      4.335452e+00  -5.220169e-01   5.343906e-01      2.173912e+00  -5.069838e-02  
  4.470000e-01  -5.200023e-01      4.339447e+00  -5.200023e-01   5.404387e-01      2.179941e+00  -5.135645e-02  
  4.460000e-01  -5.180144e-01      4.343463e+00  -5.180144e-01   5.465372e-01      2.185993e+00  -5.202320e-02  
  4.450000e-01  -5.160534e-01      4.347501e+00  -5.160534e-01   5.526863e-01      2.192067e+00  -5.269875e-02  
  4.440000e-01  -5.141189e-01      4.351562e+00  -5.141189e-01   5.588860e-01      2.198164e+00  -5.338322e-02  
  4.430000e-01  -5.122109e-01      4.355644e+00  -5.122109e-01   5.651364e-01      2.204284e+00  -5.407670e-02  
  4.420000e-01  -5.103293e-01      4.359749e+00  -5.103293e-01   5.714377e-01      2.210428e+00  -5.477931e-02  
  4.410000e-01  -5.084739e-01      4.363876e+00  -5.084739e-01   5.777899e-01      2.216596e+00  -5.549117e-02  
  4.400000e-01  -5.066447e-01      4.368026e+00  -5.066447e-01   5.841930e-01      2.222787e+00  -5.621238e-02  
  4.390000e-01  -5.048414e-01      4.372199e+00  -5.048414e-01   5.906472e-01      2.229002e+00  -5.694306e-02  
  4.380000e-01  -5.030640e-01      4.376396e+00  -5.030640e-01   5.971526e-01      2.235242e+00  -5.768333e-02  
  4.370000e-01  -5.013123e-01      4.380616e+00  -5.013123e-01   6.037092e-01      2.241506e+00  -5.843331e-02  
  4.360000e-01  -4.995861e-01      4.384859e+00  -4.995861e-01   6.103171e-01      2.247795e+00  -5.919310e-02  
  4.350000e-01  -4.978854e-01      4.389127e+00  -4.978854e-01   6.169764e-01      2.254109e+00  -5.996284e-02  
  4.340000e-01  -4.962100e-01      4.393419e+00  -4.962100e-01   6.236872e-01      2.260448e+00  -6.074264e-02  
  4.330000e-01  -4.945597e-01      4.397735e+00  -4.945597e-01   6.304496e-01      2.266812e+00  -6.153262e-02  
  4.320000e-01  -4.929344e-01      4.402076e+00  -4.929344e-01   6.372637e-01      2.273202e+00  -6.233291e-02  
  4.310000e-01  -4.913340e-01      4.406442e+00  -4.913340e-01   6.441295e-01      2.279618e+00  -6.314364e-02  
  4.300000e-01  -4.897583e-01      4.410833e+00  -4.897583e-01   6.510471e-01      2.286061e+00  -6.396492e-02  
  4.290000e-01  -4.882071e-01      4.415250e+00  -4.882071e-01   6.580166e-01      2.292529e+00  -6.479689e-02  
  4.280000e-01  -4.866803e-01      4.419692e+00  -4.866803e-01   6.650382e-01      2.299025e+00  -6.563968e-02  
  4.270000e-01  -4.851778e-01      4.424160e+00  -4.851778e-01   6.721118e-01      2.305547e+00  -6.649341e-02  
  4.260000e-01  -4.836994e-01      4.428655e+00  -4.836994e-01   6.792376e-01      2.312096e+00  -6.735822e-02  
  4.250000e-01  -4.822450e-01      4.433175e+00  -4.822450e-01   6.864156e-01      2.318673e+00  -6.823423e-02  
  4.240000e-01  -4.808143e-01      4.437723e+00  -4.808143e-01   6.936461e-01      2.325277e+00  -6.912159e-02  
  4.230000e-01  -4.794074e-01      4.442297e+00  -4.794074e-01   7.009289e-01      2.331909e+00  -7.002044e-02  
  4.222125e-01  -4.783159e-01      4.445919e+00  -4.783159e-01   7.067011e-01      2.337151e+00  -7.073644e-02  
  4.222125e-01   7.067011e-01      4.445919e+00  -4.783159e-01   7.067011e-01      2.337151e+00  -7.073644e-02  
  4.212125e-01   7.116266e-01      4.447593e+00  -4.771860e-01   7.116266e-01      2.341016e+00  -7.037861e-02  
  4.202125e-01   7.165726e-01      4.449272e+00  -4.760677e-01   7.165726e-01      2.344888e+00  -7.002146e-02  
  4.192125e-01   7.215391e-01      4.450956e+00  -4.749609e-01   7.215391e-01      2.348766e+00  -6.966498e-02  
  4.182125e-01   7.265258e-01      4.452643e+00  -4.738657e-01   7.265258e-01      2.352651e+00  -6.930918e-02  
  4.172125e-01   7.315329e-01      4.454336e+00  -4.727818e-01   7.315329e-01      2.356543e+00  -6.895404e-02  
  4.162125e-01   7.365603e-01      4.456032e+00  -4.717093e-01   7.365603e-01      2.360441e+00  -6.859955e-02  
  4.152125e-01   7.416078e-01      4.457733e+00  -4.706480e-01   7.416078e-01      2.364346e+00  -6.824571e-02  
  4.142125e-01   7.466755e-01      4.459439e+00  -4.695980e-01   7.466755e-01      2.368258e+00  -6.789252e-02  
  4.132125e-01   7.517632e-01      4.461148e+00  -4.685591e-01   7.517632e-01      2.372176e+00  -6.753995e-02  
  4.122125e-01   7.568709e-01      4.462862e+00  -4.675313e-01   7.568709e-01      2.376101e+00  -6.718802e-02  
  4.112125e-01   7.619986e-01      4.464581e+00  -4.665144e-01   7.619986e-01      2.380032e+00  -6.683670e-02  
  4.102125e-01   7.671461e-01      4.466304e+00  -4.655085e-01   7.671461e-01      2.383970e+00  -6.648600e-02  
  4.092125e-01   7.723135e-01      4.468031e+00  -4.645134e-01   7.723135e-01      2.387915e+00  -6.613591e-02  
  4.082125e-01   7.775006e-01      4.469762e+00  -4.635291e-01   7.775006e-01      2.391866e+00  -6.578641e-02  
  4.072125e-01   7.827075e-01      4.471498e+00  -4.625556e-01   7.827075e-01      2.395824e+00  -6.543751e-02  
  4.062125e-01   7.879339e-01      4.473238e+00  -4.615926e-01   7.879339e-01      2.399789e+00  -6.508919e-02  
  4.052125e-01   7.931800e-01      4.474982e+00  -4.606403e-01   7.931800e-01      2.403760e+00  -6.474145e-02  
  4.042125e-01   7.984456e-01      4.476731e+00  -4.596985e-01   7.984456e-01      2.407738e+00  -6.439428e-02  
  4.032125e-01   8.037307e-01      4.478483e+00  -4.587671e-01   8.037307e-01      2.411723e+00  -6.404768e-02  
  4.022125e-01   8.090351e-01      4.480240e+00  -4.578460e-01   8.090351e-01      2.415714e+00  -6.370164e-02  
  4.012125e-01   8.143589e-01      4.482002e+00  -4.569353e-01   8.143589e-01      2.419712e+00  -6.335615e-02  
  4.002125e-01   8.197020e-01      4.483767e+00  -4.560348e-01   8.197020e-01      2.423717e+00  -6.301121e-02  
  3.992125e-01   8.250644e-01      4.485537e+00  -4.551445e-01   8.250644e-01      2.427728e+00  -6.266680e-02  
  3.982125e-01   8.304459e-01      4.487311e+00  -4.542642e-01   8.304459e-01      2.431746e+00  -6.232293e-02  
  3.972125e-01   8.358465e-01      4.489089e+00  -4.533940e-01   8.358465e-01      2.435771e+00  -6.197958e-02  
  3.962125e-01   8.412662e-01      4.490872e+00  -4.525337e-01   8.412662e-01      2.439802e+00  -6.163675e-02  
  3.952125e-01   8.467049e-01      4.492658e+00  -4.516833e-01   8.467049e-01      2.443840e+00  -6.129443e-02  
  3.942125e-01   8.521625e-01      4.494449e+00  -4.508427e-01   8.521625e-01      2.447884e+00  -6.095261e-02  
  3.932125e-01   8.576391e-01      4.496244e+00  -4.500119e-01   8.576391e-01      2.451935e+00  -6.061130e-02  
  3.922125e-01   8.631345e-01      4.498043e+00  -4.491907e-01   8.631345e-01      2.455993e+00  -6.027048e-02  
  3.912125e-01   8.686487e-01      4.499847e+00  -4.483792e-01   8.686487e-01      2.460058e+00  -5.993014e-02  
  3.902125e-01   8.741816e-01      4.501654e+00  -4.475771e-01   8.741816e-01      2.464129e+00  -5.959029e-02  
  3.892125e-01   8.797331e-01      4.503466e+00  -4.467846e-01   8.797331e-01      2.468207e+00  -5.925091e-02  
  3.882125e-01   8.853034e-01      4.505282e+00  -4.460015e-01   8.853034e-01      2.472291e+00  -5.891199e-02  
  3.872125e-01   8.908921e-01      4.507102e+00  -4.452277e-01   8.908921e-01      2.476383e+00  -5.857354e-02  
  3.862125e-01   8.964994e-01      4.508926e+00  -4.444632e-01   8.964994e-01      2.480481e+00  -5.823554e-02  
  3.852125e-01   9.021252e-01      4.510754e+00  -4.437079e-01   9.021252e-01      2.484585e+00  -5.789798e-02  
  3.842125e-01   9.077694e-01      4.512587e+00  -4.429617e-01   9.077694e-01      2.488697e+00  -5.756087e-02  
  3.832125e-01   9.134320e-01      4.514423e+00  -4.422247e-01   9.134320e-01      2.492815e+00  -5.722419e-02  
  3.822125e-01   9.191128e-01      4.516264e+00  -4.414966e-01   9.191128e-01      2.496940e+00  -5.688794e-02  
  3.812125e-01   9.248120e-01      4.518109e+00  -4.407774e-01   9.248120e-01      2.501071e+00  -5.655212e-02  
  3.802125e-01   9.305294e-01      4.519957e+00  -4.400672e-01   9.305294e-01      2.505209e+00  -5.621671e-02  
  3.792125e-01   9.362649e-01      4.521810e+00  -4.393658e-01   9.362649e-01      2.509354e+00  -5.588171e-02  
  3.782125e-01   9.420186e-01      4.523667e+00  -4.386731e-01   9.420186e-01      2.513506e+00  -5.554712e-02  
  3.772125e-01   9.477903e-01      4.525528e+00  -4.379891e-01   9.477903e-01      2.517664e+00  -5.521292e-02  
  3.762125e-01   9.535801e-01      4.527394e+00  -4.373137e-01   9.535801e-01      2.521830e+00  -5.487912e-02  
  3.752125e-01   9.593878e-01      4.529263e+00  -4.366469e-01   9.593878e-01      2.526001e+00  -5.454570e-02  
  3.742125e-01   9.652135e-01      4.531136e+00  -4.359886e-01   9.652135e-01      2.530180e+00  -5.421266e-02  
  3.732125e-01   9.710571e-01      4.533013e+00  -4.353387e-01   9.710571e-01      2.534365e+00  -5.387999e-02  
  3.722125e-01   9.769185e-01      4.534895e+00  -4.346972e-01   9.769185e-01      2.538558e+00  -5.354770e-02  
  3.712125e-01   9.827978e-01      4.536780e+00  -4.340640e-01   9.827978e-01      2.542757e+00  -5.321576e-02  
  3.702125e-01   9.886948e-01      4.538670e+00  -4.334390e-01   9.886948e-01      2.546962e+00  -5.288418e-02  
  3.692125e-01   9.946095e-01      4.540563e+00  -4.328223e-01   9.946095e-01      2.551175e+00  -5.255295e-02  
  3.682125e-01   1.000542e+00      4.542461e+00  -4.322137e-01   1.000542e+00      2.555394e+00  -5.222207e-02  
  3.672125e-01   1.006492e+00      4.544362e+00  -4.316131e-01   1.006492e+00      2.559620e+00  -5.189152e-02  
  3.662125e-01   1.012460e+00      4.546268e+00  -4.310205e-01   1.012460e+00      2.563853e+00  -5.156130e-02  
  3.652125e-01   1.018445e+00      4.548178e+00  -4.304359e-01   1.018445e+00      2.568093e+00  -5.123141e-02  
  3.642125e-01   1.024448e+00      4.550091e+00  -4.298592e-01   1.024448e+00      2.572339e+00  -5.090185e-02  
  3.632125e-01   1.030468e+00      4.552009e+00  -4.292903e-01   1.030468e+00      2.576593e+00  -5.057259e-02  
  3.622125e-01   1.036506e+00      4.553931e+00  -4.287292e-01   1.036506e+00      2.580853e+00  -5.024365e-02  
  3.612125e-01   1.042561e+00      4.555856e+00  -4.281758e-01   1.042561e+00      2.585120e+00  -4.991501e-02  
  3.602125e-01   1.048633e+00      4.557786e+00  -4.276301e-01   1.048633e+00      2.589394e+00  -4.958667e-02  
  3.592125e-01   1.054723e+00      4.559720e+00  -4.270919e-01   1.054723e+00      2.593675e+00  -4.925862e-02  
  3.582125e-01   1.060830e+00      4.561657e+00  -4.265613e-01   1.060830e+00      2.597963e+00  -4.893085e-02  
  3.572125e-01   1.066954e+00      4.563599e+00  -4.260382e-01   1.066954e+00      2.602257e+00  -4.860337e-02  
  3.562125e-01   1.073096e+00      4.565545e+00  -4.255226e-01   1.073096e+00      2.606559e+00  -4.827616e-02  
  3.552125e-01   1.079255e+00      4.567494e+00  -4.250143e-01   1.079255e+00      2.610867e+00  -4.794922e-02  
  3.542125e-01   1.085431e+00      4.569448e+00  -4.245133e-01   1.085431e+00      2.615182e+00  -4.762255e-02  
  3.532125e-01   1.091624e+00      4.571405e+00  -4.240196e-01   1.091624e+00      2.619504e+00  -4.729613e-02  
  3.522125e-01   1.097834e+00      4.573367e+00  -4.235331e-01   1.097834e+00      2.623834e+00  -4.696997e-02  
  3.512125e-01   1.104061e+00      4.575332e+00  -4.230537e-01   1.104061e+00      2.628170e+00  -4.664405e-02  
  3.502125e-01   1.110306e+00      4.577302e+00  -4.225815e-01   1.110306e+00      2.632513e+00  -4.631838e-02  
  3.492125e-01   1.116567e+00      4.579275e+00  -4.221163e-01   1.116567e+00      2.636863e+00  -4.599294e-02  
  3.482125e-01   1.122846e+00      4.581253e+00  -4.216582e-01   1.122846e+00      2.641220e+00  -4.566773e-02  
  3.472125e-01   1.129141e+00      4.583234e+00  -4.212069e-01   1.129141e+00      2.645584e+00  -4.534275e-02  
  3.462125e-01   1.135453e+00      4.585219e+00  -4.207626e-01   1.135453e+00      2.649955e+00  -4.501799e-02  
  3.452125e-01   1.141783e+00      4.587209e+00  -4.203251e-01   1.141783e+00      2.654333e+00  -4.469345e-02  
  3.442125e-01   1.148129e+00      4.589202e+00  -4.198945e-01   1.148129e+00      2.658718e+00  -4.436911e-02  
  3.432125e-01   1.154492e+00      4.591199e+00  -4.194705e-01   1.154492e+00      2.663110e+00  -4.404498e-02  
  3.422125e-01   1.160872e+00      4.593200e+00  -4.190533e-01   1.160872e+00      2.667509e+00  -4.372104e-02  
  3.412125e-01   1.167268e+00      4.595205e+00  -4.186427e-01   1.167268e+00      2.671915e+00  -4.339731e-02  
  3.402125e-01   1.173682e+00      4.597214e+00  -4.182387e-01   1.173682e+00      2.676328e+00  -4.307375e-02  
  3.392125e-01   1.180112e+00      4.599227e+00  -4.178413e-01   1.180112e+00      2.680749e+00  -4.275039e-02  
  3.382125e-01   1.186559e+00      4.601244e+00  -4.174504e-01   1.186559e+00      2.685176e+00  -4.242720e-02  
  3.372125e-01   1.193023e+00      4.603265e+00  -4.170659e-01   1.193023e+00      2.689611e+00  -4.210418e-02  
  3.362125e-01   1.199503e+00      4.605290e+00  -4.166878e-01   1.199503e+00      2.694052e+00  -4.178133e-02  
  3.352125e-01   1.206001e+00      4.607319e+00  -4.163161e-01   1.206001e+00      2.698501e+00  -4.145864e-02  
  3.342125e-01   1.212514e+00      4.609351e+00  -4.159508e-01   1.212514e+00      2.702957e+00  -4.113611e-02  
  3.332125e-01   1.219045e+00      4.611388e+00  -4.155916e-01   1.219045e+00      2.707420e+00  -4.081373e-02  
  3.322125e-01   1.225592e+00      4.613428e+00  -4.152387e-01   1.225592e+00      2.711891e+00  -4.049150e-02  
  3.312125e-01   1.232156e+00      4.615473e+00  -4.148920e-01   1.232156e+00      2.716368e+00  -4.016941e-02  
  3.302125e-01   1.238737e+00      4.617521e+00  -4.145515e-01   1.238737e+00      2.720853e+00  -3.984746e-02  
