#REFDATE 2006-10-01 00:00:00
#     Time        WW       Cap      Tair      Patm      Hrel      Nebu    Pr?ip.
     T         WINDS     WINDD      TAIR      PATM      HREL      CLDC    RAINC
      sec       m/s         ?        ?C      mbar         %      octa m3/s/m2*e-8
  18576000      4.1        120     13.4    1001.1         84         8 2.556E+00
  18586800      4.9        100     12.6    1000.2         87         7 2.752E+00
  18597600      7.9         80     11.9    1000.1         84         8 2.947E+00
  18608400      1.2        340     13.8    1000.9         89         8 3.142E+00
  18619200      3.1        310        15   1001.3         87         8 3.337E+00
  18630000      3.5        290     15.7    1000.8         81         7 2.920E+00
  18640800      1.5        260     15.7       1001        81         8 2.503E+00
  18651600      2.8        260     14.2    1002.1         94         8 2.085E+00
  18662400      0.8        320     13.5       1002        94         6 1.669E+00
  18673200      4.8        310     12.9    1001.6         92         7 1.252E+00
  18684000      4.6        330     13.7    1002.4         85         7 8.348E-01
  18694800         6       300     17.2    1003.1         75         7 4.169E-01
  18705600        10       330     18.8    1003.6         59         7 0.000E+00
  18716400        10       330     18.5       1004        59         7 0.000E+00
  18727200        10       320        17   1005.1         65         7 0.000E+00
  18738000        10       320     15.5    1006.3         73         7 0.000E+00
  18748800        10       330        15      1006        75         7 0.000E+00
  18759600        10       330     14.9    1005.9         74         5 0.000E+00
  18770400         9       340     15.6    1006.4         72         3 0.000E+00
  18781200      8.8        340     19.7    1007.1         58         3 0.000E+00
  18792000      7.7        340        23      1007        50         2 0.000E+00
  18802800     12.7        340     23.7       1006        45         2 0.000E+00
  18813600     13.1        340     21.8    1007.6         46         1 0.000E+00
  18824400      9.7        340     19.1    1010.7         53         1 0.000E+00
  18835200     11.1        350     17.1    1011.5         64         0 0.000E+00
  18846000      5.5        350     15.7    1011.7         67         0 0.000E+00
  18856800      6.1        330     16.2    1013.2         64         1 0.000E+00
  18867600      9.2        330     20.6    1014.2         52         1 0.000E+00
  18878400      8.6        320     23.1       1014        45         5 0.000E+00
  18889200     11.7        340     23.7    1013.2         42         5 0.000E+00
  18900000      7.7        330        22   1013.5         49         3 0.000E+00
  18910800      8.8        330     19.5    1015.5         57         2 0.000E+00
  18921600      9.1        320     17.9       1016        63         2 0.000E+00
  18932400      8.7        320     17.5    1015.6         65         2 0.000E+00
  18943200      9.5        320     17.2    1016.6         69         3 0.000E+00
  18954000     12.3        330     21.9    1017.1         52         2 0.000E+00
  18964800     12.8        320     24.4    1016.3         47         3 0.000E+00
  18975600      9.3        320     25.9    1015.3         47         3 0.000E+00
  18986400      7.6        330     24.3    1015.4         50         3 0.000E+00
  18997200      9.4        300     19.9    1017.4         67         3 0.000E+00
  19008000        10       290     18.1    1017.6         73         3 0.000E+00
  19018800      9.9        310     16.5    1016.9         74         1 0.000E+00
  19029600      8.7        290     17.2    1017.4         69         4 0.000E+00
  19040400      9.4        330     22.3    1017.6         53         1 0.000E+00
  19051200      9.7        330     25.2    1016.6         43         1 0.000E+00
  19062000         8       330     26.2    1015.2         41         2 0.000E+00
  19072800         7       330     24.5    1014.9         45         1 0.000E+00
  19083600      6.3        330     20.4    1015.6         55         1 0.000E+00
  19094400      5.7        310        18   1015.5         68         0 0.000E+00
  19105200      3.9        310        17   1014.5         64         0 0.000E+00
  19116000      3.4        320     16.9    1014.7         64         0 0.000E+00
  19126800      4.2        280     21.7    1014.5         49         0 0.000E+00
  19137600      4.8        280     26.8    1013.2         38         0 0.000E+00
  19148400      7.8        250        27   1011.6         28         0 0.000E+00
  19159200      2.5        270        24   1011.7         34         0 0.000E+00
  19170000      1.3        110     17.9    1012.4         53         0 0.000E+00
  19180800      0.5        120     18.4    1010.9         48         0 0.000E+00
  19191600      1.5        130     16.1    1009.7         57         0 0.000E+00
  19202400      3.5        360     17.5    1011.1         62         3 0.000E+00
  19213200      2.9        270     21.2    1010.7         66         5 0.000E+00
  19224000      5.1        250     24.5    1010.3         61         1 0.000E+00
  19234800      5.6        240     25.8    1009.2         50         3 0.000E+00
  19245600      5.3        250     23.6    1009.1         54         5 0.000E+00
  19256400      1.6        260     19.7    1010.6         74         6 0.000E+00
  19267200      2.3        320        18   1010.1         74         4 0.000E+00
  19278000      1.3        150     15.9    1010.4         82         1 0.000E+00
  19288800      3.8        310     17.6    1011.9         76         2 0.000E+00
  19299600      3.6        260     22.8    1012.4         51         4 0.000E+00
  19310400      4.2        270     26.7    1011.2         41         5 0.000E+00
  19321200      4.1        250     28.3    1010.1         37         2 0.000E+00
  19332000      3.5        230     25.5    1009.4         44         2 0.000E+00
  19342800      1.6        110        20   1010.2         62         1 0.000E+00
  19353600         2       130     18.6       1010        64         1 0.000E+00
  19364400      2.2        120        17      1009        66         1 0.000E+00
  19375200      1.1         60     18.5    1009.1         66         1 0.000E+00
  19386000      7.3        170     22.3    1009.2         66         2 0.000E+00
  19396800      9.2        140     24.3    1008.1         49         5 0.000E+00
  19407600      9.8        150     24.6    1007.2         36         7 1.296E-02
  19418400        11       140     22.4    1006.9         50         7 2.484E-02
  19429200      8.5        120     21.4    1007.7         54         7 3.780E-02
  19440000      5.6        130     20.5    1008.5         53         4 4.968E-02
  19450800     11.4        110     20.6    1005.6         56         7 6.264E-02
  19461600      5.3        140     20.4    1006.9         57         8 7.452E-02
  19472400      2.7         80     22.3    1004.6         52         8 8.748E-02
  19483200      9.6        260     16.7    1007.6         82         8 1.004E-01
  19494000     10.5        330     16.9    1009.7         66         7 8.748E-02
  19504800      9.4        320     16.9    1011.2         51         3 7.452E-02
  19515600      3.6        350     13.3    1013.2         62         3 6.264E-02
  19526400      8.7        300     14.2    1013.7         76         3 4.968E-02
  19537200     11.1        290     14.7    1013.4         70         5 3.780E-02
  19548000      9.5        320     14.7    1015.2         64         4 2.484E-02
  19558800     13.2        320     17.4    1015.8         49         3 1.296E-02
  19569600     12.8        330     19.6    1014.9         37         3 0.000E+00
  19580400        11       330     20.3    1013.8         34         1 3.240E-03
  19591200      9.8        330     19.1    1013.5         36         3 6.480E-03
  19602000      7.6        320        16   1014.7         50         2 9.720E-03
  19612800         7       310     13.9    1014.4         57         2 1.296E-02
  19623600      4.6        320     12.5    1013.3         66         5 1.512E-02
  19634400         4       310     13.5    1013.5         68         6 1.836E-02
  19645200      5.8        300     17.6    1013.2         51         5 2.160E-02
  19656000      7.3        280     20.3    1012.6         51         5 2.484E-02
  19666800      7.6        290        21   1011.4         55         6 2.160E-02
  19677600         9       320     20.5    1011.3         53         5 1.836E-02
  19688400      9.6        310        16   1013.5         84         7 1.512E-02
  19699200      7.6        320     15.8       1013        70         8 1.296E-02
  19710000      8.7        310     15.4    1011.7         67         7 9.720E-03
  19720800      7.5        310     15.9    1011.7         70         5 6.480E-03
  19731600      4.3        330     18.3    1010.8         64         6 3.240E-03
  19742400      6.8        290     21.5    1008.4         59         7 0.000E+00
  19753200      4.5        330     21.6    1006.7         60         7 0.000E+00
  19764000      9.8        330     21.6    1006.4         63         5 0.000E+00
  19774800     10.1        320     19.6    1007.5         70         1 0.000E+00
  19785600        16       330     18.8    1006.7         71         0 0.000E+00
  19796400        18       340     17.7    1005.5         74         0 0.000E+00
  19807200      9.9        340     18.6    1007.3         69         1 0.000E+00
  19818000      6.3        330     23.2    1008.6         53         1 0.000E+00
  19828800         5       280     26.9    1009.2         42         1 0.000E+00
  19839600         6       200     26.5    1009.1         38         1 0.000E+00
  19850400      5.2        200     23.1    1008.9         44         1 0.000E+00
  19861200      2.8        190     19.5    1010.6         55         0 0.000E+00
  19872000      0.5        200     16.2    1010.4         68         0 0.000E+00
  19882800         1       180     14.4    1009.8         74         1 0.000E+00
  19893600         0         0     17.4    1010.1         68         1 0.000E+00
  19904400      3.4        290     22.5    1010.1         55         1 0.000E+00
  19915200         4       210     24.1    1009.7         53         2 0.000E+00
  19926000      5.4        210     23.9    1009.2         53         5 0.000E+00
  19936800      3.4        180        21   1009.2         63         7 0.000E+00
  19947600      1.1        240     18.5    1009.3         68         7 0.000E+00
  19958400      2.5        170     17.4    1009.9         86         7 0.000E+00
  19969200      1.8        100     17.5    1009.2         80         7 0.000E+00
  19980000      2.2        220     19.8    1009.5         70         6 0.000E+00
  19990800      5.7        210     23.1    1010.2         58         6 0.000E+00
  20001600      6.7        200     24.3    1011.3         46         3 0.000E+00
  20012400      6.7        190     25.2    1010.1         19         2 0.000E+00
  20023200      2.1        250     22.6    1009.8         36         2 0.000E+00
  20034000      2.2        150     18.5    1009.8         46         1 0.000E+00
  20044800         2       120     15.9    1010.1         54         1 0.000E+00
  20055600      1.5        130     15.2    1011.4         61         1 0.000E+00
  20066400         0         0     20.1    1010.1         57         4 0.000E+00
  20077200      4.1        310     21.1    1012.3         65         8 0.000E+00
  20088000      3.2        280     25.1    1012.7         45         7 0.000E+00
  20098800      4.3        220     27.3    1011.7         34         7 0.000E+00
  20109600      2.3        220     24.1    1011.6         40         5 0.000E+00
  20120400      1.7         20        19   1012.6         57         2 0.000E+00
  20131200      1.3        150     16.8    1013.1         70         2 0.000E+00
  20142000      1.4        190     16.2    1012.4         73         0 0.000E+00
  20152800      1.4        130        19      1012        64         0 0.000E+00
  20163600         2       270     24.3    1012.4         59         1 0.000E+00
  20174400      2.6        280     30.5       1012        33         0 0.000E+00
  20185200      4.3        210     29.7    1011.4         35         1 0.000E+00
  20196000      2.6        200     25.7    1011.6         48         0 0.000E+00
  20206800      2.4        230     21.8    1011.7         70         1 0.000E+00
  20217600      2.6        150        19   1010.6         78         0 0.000E+00
  20228400      1.4        350     18.8    1009.5         81         0 0.000E+00
  20239200      1.3        360     20.6       1010        74         2 0.000E+00
  20250000      2.1        290     24.9    1009.8         63         2 0.000E+00
  20260800      6.5        190     27.6    1009.6         51         2 0.000E+00
  20271600         5       200     27.5    1009.1         53         1 0.000E+00
  20282400      1.6        240     25.9    1008.9         60         3 0.000E+00
  20293200      1.8        170     21.2       1011        83         3 0.000E+00
  20304000         1        80     20.2    1010.4         83         3 0.000E+00
  20314800      0.5        100     18.9    1009.5         85         3 0.000E+00
  20325600      2.5        170     20.9    1010.2         76         0 0.000E+00
  20336400      5.2        200     25.3    1011.5         61         0 0.000E+00
  20347200      1.6        340     30.5    1009.3         33         5 0.000E+00
  20358000      7.6        200     31.1       1007        37         4 0.000E+00
  20368800      3.6        190     24.5    1008.4         64         2 0.000E+00
  20379600      1.5        360     21.8       1009        69         2 0.000E+00
  20390400      1.3        170     19.8    1008.3         81         2 0.000E+00
  20401200      0.7        230     19.1    1007.1         69         2 0.000E+00
  20412000         0         0     21.3    1007.6         66         0 0.000E+00
  20422800      3.8        140     29.8    1006.7         34         4 0.000E+00
  20433600      7.8        190     28.5    1004.9         43         6 0.000E+00
  20444400      4.8        190     25.7       1004        53         8 0.000E+00
  20455200      5.1         90     28.4    1001.8         40         7 0.000E+00
  20466000         4       130     25.9    1001.7         36         7 0.000E+00
  20476800      4.6        210     22.1    1002.2         60         3 0.000E+00
  20487600      5.1        160     19.7    1000.6         85         5 0.000E+00
  20498400      4.4        160     20.3    1001.3         83         7 0.000E+00
  20509200      5.6        170     22.5    1002.1         70         7 0.000E+00
  20520000      7.2        180     24.5    1001.5         57         5 0.000E+00
  20530800      7.2        190     22.1    1001.7         67         7 6.588E-02
  20541600      4.4        220     20.5       1002        66         6 1.318E-01
  20552400      2.1        200     18.7    1002.8         79         5 1.966E-01
  20563200      8.2        300     17.8    1002.9         70         6 2.624E-01
  20574000      4.4        300     16.1    1001.8         75         7 3.283E-01
  20584800      4.4        310     15.6    1002.2         73         7 3.942E-01
  20595600      2.9        310     18.2    1001.5         62         5 4.590E-01
  20606400         7       260     21.7    1000.3         49         4 5.249E-01
  20617200      5.8        230     21.2     999.3         46         2 4.590E-01
  20628000         6       230     19.6     998.9         58         1 3.942E-01
  20638800     16.3        300     16.2     999.9         73         8 3.283E-01
  20649600      8.7        310     11.5    1000.5         85         7 2.624E-01
  20660400      4.5        320     10.8     998.5         85         4 1.966E-01
  20671200     10.8        290     13.3     998.2         74         3 1.318E-01
  20682000     10.6        280     15.3     998.1         56         7 6.588E-02
  20692800     11.4        280     17.9     996.9         47         6 0.000E+00
  20703600        14       290     20.4     996.5         40         4 0.000E+00
  20714400     13.2        300        19    998.7         41         5 0.000E+00
  20725200     15.2        310     15.7    1001.6         54         2 0.000E+00
  20736000        13       310     13.9    1002.7         56         4 0.000E+00
  20746800     12.1        310     12.6    1003.2         55         1 0.000E+00
  20757600     12.5        330     13.2    1004.5         48         3 0.000E+00
  20768400     14.7        340     15.8       1005        40         2 0.000E+00
  20779200     15.7        340     17.9    1005.5         39         2 0.000E+00
  20790000     15.2        330     19.4    1005.6         33         1 2.160E-02
  20800800     13.4        350     18.7       1006        34         1 4.428E-02
  20811600     12.3        350     16.1    1007.9         38         0 6.588E-02
  20822400      7.8        310     13.8    1008.8         48         0 8.748E-02
  20833200      7.2        330     12.8    1008.1         53         0 1.091E-01
  20844000        10       340     13.7    1008.2         53         2 1.318E-01
  20854800      6.3        330     19.1    1008.1         32         3 1.534E-01
  20865600      5.6        270     22.2    1008.2         31         1 1.750E-01
  20876400      5.7        260     22.1    1008.4         40         2 3.683E-01
  20887200      3.3        210     19.3    1008.6         61         1 5.627E-01
  20898000      1.2        270        17   1011.5         82         6 7.560E-01
  20908800      2.8         70     16.1    1010.1         87         7 9.504E-01
  20919600      3.3        100     16.2    1008.3         84         7 1.144E+00
  20930400      1.3        190     16.8    1009.1         87         7 1.337E+00
  20941200         5       140     19.2    1009.1         72         7 1.531E+00
  20952000         6        90     18.7    1008.3         79         7 1.725E+00
  20962800        10       130     22.2    1006.7         57         7 1.510E+00
  20973600         7       130     19.6    1006.6         68         8 1.294E+00
  20984400         3       350     14.3    1009.5         92         8 1.078E+00
  20995200         5       330        14   1010.2         90         8 8.629E-01
  21006000         5       330     13.3    1010.1         89         7 6.469E-01
  21016800         5       330     14.2    1011.3         82         4 4.309E-01
  21027600      8.8        300     18.5    1011.5         59         3 2.160E-01
  21038400      9.2        290     20.9    1010.9         46         3 0.000E+00
  21049200      8.8        310        20   1010.5         44         3 0.000E+00
  21060000      9.3        330     19.4    1010.7         46         2 0.000E+00
  21070800     10.6        320     16.2    1011.9         61         3 0.000E+00
  21081600        12       320     15.8    1011.3         65         8 0.000E+00
  21092400      8.9        320     15.4    1011.2         69         7 0.000E+00
  21103200     12.5        340     17.1    1010.8         63         5 0.000E+00
  21114000     10.7        340     19.5    1010.7         57         5 0.000E+00
  21124800      7.5        340     23.7    1010.6         46         4 0.000E+00
  21135600      9.2        340     23.9    1009.5         45         2 0.000E+00
  21146400      7.8        330     22.4    1009.3         55         2 0.000E+00
  21157200         3       180     17.9    1013.1         62         4 0.000E+00
  21168000         2       150     16.4    1013.1         78         6 0.000E+00
  21178800      1.1        140     15.8    1013.2         78         7 0.000E+00
  21189600      0.6        210     16.5    1013.5         76         5 0.000E+00
  21200400      1.3        310     20.5    1013.6         56         3 0.000E+00
  21211200      6.8        260     23.1    1012.8         46         1 0.000E+00
  21222000      6.5        250     22.7    1011.9         60         4 6.480E-03
  21232800      5.4        260     23.6    1010.7         62         3 1.296E-02
  21243600      3.3        330     22.4    1011.8         55         3 1.836E-02
  21254400      2.2        220     20.8    1011.6         66         4 2.484E-02
  21265200      0.7         40     18.9    1011.6         79         7 3.132E-02
  21276000      1.4        360     20.6    1012.6         69         6 3.780E-02
  21286800      1.5        290     24.6    1013.1         51         6 4.428E-02
  21297600         5       220     26.5    1012.4         43         5 4.968E-02
  21308400      6.1        100     22.7    1013.2         59         6 4.968E-02
  21319200      2.1         60     19.5    1012.1         76         7 4.968E-02
  21330000      1.8         30     19.1    1012.4         78         7 4.968E-02
  21340800      0.7        130     17.3    1011.2         82         4 4.968E-02
  21351600      2.5        150     15.9    1010.3         89         4 4.968E-02
  21362400         1       170     18.2    1009.6         81         3 4.968E-02
  21373200      3.6        290        22   1009.6         68         4 4.968E-02
  21384000      3.1        260     26.3    1008.2         49         4 4.968E-02
  21394800         5       140     23.5    1007.7         62         7 5.616E-02
  21405600      1.8         50        23   1007.7         60         7 6.264E-02
  21416400      2.9        110     21.4    1007.8         65         8 6.912E-02
  21427200         0         0        20   1006.8         70         7 7.452E-02
  21438000      2.1        100     18.6    1006.5         77         7 8.100E-02
  21448800      2.3        120     20.3    1006.7         70         7 8.748E-02
  21459600      3.3        280     23.1    1007.2         60         7 9.396E-02
  21470400      3.8        190     23.3    1007.4         62         7 1.004E-01
  21481200      3.4        200     22.8    1007.3         56         7 8.748E-02
  21492000      2.2         80        20   1007.3         80         7 7.452E-02
  21502800      0.8         60     19.1    1008.4         82         7 6.264E-02
  21513600         2       100     18.6    1008.1         80         6 4.968E-02
  21524400      2.2        130        18   1008.4         81         7 3.780E-02
  21535200      1.6        150        20   1008.6         75         7 2.484E-02
  21546000      3.3        240     23.7       1009        58         6 1.296E-02
  21556800      4.2        210     24.3    1009.3         62         7 0.000E+00
  21567600      3.5        220        24   1009.6         61         6 0.000E+00
  21578400      3.9        200     22.1    1010.3         73         5 0.000E+00
  21589200      1.4        150     19.7    1012.1         86         5 0.000E+00
  21600000      0.7        110     18.1       1012        88         4 0.000E+00
  21610800      1.5        150     17.4    1011.6         90         3 0.000E+00
  21621600      0.8         50        19   1012.3         86         5 0.000E+00
  21632400      2.7        270     23.3    1012.3         66         1 0.000E+00
  21643200      5.2        260     26.4       1012        59         1 0.000E+00
  21654000      6.4        260     26.7    1011.7         53         1 0.000E+00
  21664800      3.9        180     23.7    1012.1         60         3 0.000E+00
  21675600      2.3        140     21.1    1013.2         78         4 0.000E+00
  21686400      1.3        130     19.9    1013.2         72         4 0.000E+00
  21697200      1.7         60     20.1    1012.4         72         4 0.000E+00
  21708000      0.6         80        22   1012.7         67         3 0.000E+00
  21718800      2.8        280        26   1012.6         57         2 0.000E+00
  21729600      4.8        210     28.3    1012.3         46         1 0.000E+00
  21740400      5.6        190     27.6    1011.2         45         3 0.000E+00
  21751200      3.3        210        25   1010.9         54         5 0.000E+00
  21762000      1.3        150     21.8    1011.4         72         7 0.000E+00
  21772800         2       120     20.2    1012.2         88         2 0.000E+00
  21783600      2.4        140     18.3    1011.3         81         2 0.000E+00
  21794400         0         0     20.9    1011.6         70         5 0.000E+00
  21805200      3.2        160     27.3    1011.5         39         7 0.000E+00
  21816000      4.9        190     27.3    1011.8         44         7 0.000E+00
  21826800      5.9        200     25.6    1011.4         50         5 0.000E+00
  21837600      1.8        200     25.4    1010.6         48         6 0.000E+00
  21848400      2.2        170     22.4    1010.3         52         3 0.000E+00
  21859200      2.7        160     21.1    1011.1         83         4 0.000E+00
  21870000      2.1         60     19.8    1010.7         77         7 0.000E+00
  21880800         1        90     21.9    1009.8         65         3 0.000E+00
  21891600      2.2        270     24.7    1010.7         64         2 0.000E+00
  21902400      4.3        260     27.2    1010.2         51         2 0.000E+00
  21913200      6.7        260     28.2    1009.5         51         2 0.000E+00
  21924000      8.2        260     24.4    1010.3         67         3 0.000E+00
  21934800      5.6        260     22.5    1010.5         66         3 0.000E+00
  21945600      1.2        320     19.8    1009.5         76         3 0.000E+00
  21956400      1.7         10     18.6    1008.6         82         3 0.000E+00
  21967200      3.9        320     20.1    1008.4         75         2 0.000E+00
  21978000      7.7        320     26.1    1007.9         54         1 0.000E+00
  21988800      6.6        280        29   1007.1         44         1 0.000E+00
  21999600      7.5        250     29.1    1005.5         43         2 0.000E+00
  22010400      8.3        250     25.4    1005.5         58         3 0.000E+00
  22021200      2.5        350     22.4    1006.8         68         2 0.000E+00
  22032000      2.2        170     21.3       1006        71         0 0.000E+00
  22042800         2       150     19.8    1005.4         77         2 0.000E+00
  22053600      3.1        130     20.8    1005.7         72         7 0.000E+00
  22064400         3       290     26.9    1005.6         60         2 0.000E+00
  22075200      7.1        190     28.6    1005.1         51         3 0.000E+00
  22086000      9.2        170     25.2    1005.9         69         2 0.000E+00
  22096800      4.3        140     24.6       1006        57         3 0.000E+00
  22107600      2.2         90     23.4    1006.1         54         5 0.000E+00
  22118400      2.2        110     21.1    1005.8         61         3 0.000E+00
  22129200      1.7        120     20.3    1005.8         66         3 0.000E+00
  22140000      3.7        150     22.2       1006        74         6 0.000E+00
  22150800      7.4        160     27.2    1005.8         49         7 0.000E+00
  22161600      8.9        150     27.6    1005.1         40         7 0.000E+00
  22172400      7.3        160     25.8    1004.7         57         7 4.504E-01
  22183200      5.6        170     26.3    1003.6         51         6 8.996E-01
  22194000      7.1        140     22.9    1005.1         72         6 1.350E+00
  22204800      5.2        130     22.2    1004.7         75         4 1.800E+00
  22215600      4.8        130     22.2    1003.1         78         8 2.250E+00
  22226400         5       150     22.3    1003.3         79         8 2.700E+00
  22237200      1.9        100     18.1    1005.5         91         7 3.150E+00
  22248000         2       350     23.9    1006.1         58         2 3.600E+00
  22258800      4.6        280     26.7    1005.4         43         1 3.150E+00
  22269600      7.2        260     24.4    1005.7         67         1 2.700E+00
  22280400      3.4        260     21.7       1008        74         1 2.250E+00
  22291200      1.9        300        21      1008        82         4 1.800E+00
  22302000      0.6        110     19.2    1007.6         85         6 1.350E+00
  22312800      3.2         30     20.1    1008.3         76         6 8.996E-01
  22323600      3.2        260     25.6    1008.4         40         2 4.504E-01
  22334400      4.4        260     27.2    1008.2         33         6 0.000E+00
  22345200      5.2        190     27.2    1007.4         34         6 0.000E+00
  22356000      4.7        190     24.7    1007.2         32         3 0.000E+00
  22366800      1.6        140     21.3    1007.9         78         3 0.000E+00
  22377600      1.2        140     19.1       1008        80         3 0.000E+00
  22388400      2.9         80     18.4    1006.8         74         3 0.000E+00
  22399200      1.5        130        22   1007.2         75         6 0.000E+00
  22410000         7       170     25.6       1008        66         7 0.000E+00
  22420800      8.7        160     25.8    1008.2         58         7 0.000E+00
  22431600      8.3        140     25.8    1007.1         47         7 0.000E+00
  22442400      5.7        140     24.9       1007        52         7 0.000E+00
  22453200      6.2        130     22.6    1008.6         73         7 0.000E+00
  22464000         2       110     21.6    1008.4         73         5 0.000E+00
  22474800         4       110     20.8    1008.8         79         5 0.000E+00
  22485600      3.1         80     21.3    1008.8         78         7 0.000E+00
  22496400      1.7        150     24.4    1009.9         68         7 0.000E+00
  22507200      2.1        340     26.9    1009.1         61         7 0.000E+00
  22518000      7.8        260     24.2    1010.5         78         7 0.000E+00
  22528800      5.6        320     23.1    1010.3         84         5 0.000E+00
  22539600      2.7         80     22.3    1009.8         83         7 0.000E+00
  22550400      2.8        130     23.8    1008.2         59         7 0.000E+00
  22561200         0         0        20   1008.1         80         2 0.000E+00
  22572000      3.6        100        23   1007.4         69         5 0.000E+00
  22582800      4.3        230     27.6    1006.8         61         1 0.000E+00
  22593600      3.3        230     29.7    1006.6         52         1 0.000E+00
  22604400      3.7        280     31.6    1005.6         44         4 0.000E+00
  22615200      4.1        160     30.8    1005.9         29         3 0.000E+00
  22626000      2.3         40     24.7       1007        48         1 0.000E+00
  22636800         0         0     22.1    1008.9         77         1 0.000E+00
  22647600      2.6         20     19.9       1009        80         1 0.000E+00
  22658400      3.5         90     23.8    1008.5         61         1 0.000E+00
  22669200      3.3        280     27.5    1008.9         52         1 0.000E+00
  22680000      4.9        200     30.3    1008.2         51         1 0.000E+00
  22690800      7.1        190     26.6       1008        69         1 0.000E+00
  22701600      3.4        230     24.7    1008.3         77         1 0.000E+00
  22712400         1       180     21.7    1008.8         87         7 0.000E+00
  22723200      2.4        170     21.3    1008.2         88         4 0.000E+00
  22734000      2.1        200     21.7    1008.9         87         5 0.000E+00
  22744800      0.7         20     22.3    1009.3         85         4 0.000E+00
  22755600      2.6        280     24.9       1010        74         1 0.000E+00
  22766400      3.3        250     28.8    1009.5         56         1 0.000E+00
  22777200      6.4        250        29   1008.9         45         4 0.000E+00
  22788000      4.9        270     26.2    1008.8         54         5 0.000E+00
  22798800      2.5        200     22.8    1010.2         65         4 0.000E+00
  22809600      2.2        160     21.3    1009.8         68         4 0.000E+00
  22820400      2.5        150     20.2    1009.3         78         3 0.000E+00
  22831200      0.5         50     21.8    1009.9         71         5 0.000E+00
  22842000      5.4        310     26.3    1010.5         48         1 0.000E+00
  22852800      6.3        280     27.9    1010.4         40         1 0.000E+00
  22863600      6.3        290     28.6    1009.9         29         5 0.000E+00
  22874400      7.6        320     26.9    1010.1         35         3 0.000E+00
  22885200      7.8        330     23.2    1012.4         45         3 0.000E+00
  22896000      6.7        330     20.6    1013.3         49         3 0.000E+00
  22906800     10.4        310     19.2    1013.1         53         6 0.000E+00
  22917600      9.1        310     19.2    1013.3         60         0 0.000E+00
  22928400      7.5        290     22.8       1013        46         0 0.000E+00
  22939200      6.9        310     26.5    1012.5         34         1 0.000E+00
  22950000      6.9        290     27.9    1011.2         36         1 0.000E+00
  22960800      5.3        300     27.3    1011.1         36         1 0.000E+00
  22971600      4.9        290     22.8    1012.1         68         0 0.000E+00
  22982400      1.7        160     20.1    1012.3         77         0 0.000E+00
  22993200      1.7        110     17.9    1011.3         80         0 0.000E+00
  23004000      1.5        100     21.1    1011.1         62         1 0.000E+00
  23014800      3.7        260     26.7    1011.1         48         3 0.000E+00
  23025600      7.7        180     26.9    1010.8         42         1 0.000E+00
  23036400      8.5        190     26.8    1009.2         45         1 0.000E+00
  23047200      5.1        160     25.2    1008.7         56         4 0.000E+00
  23058000      2.3        200     21.7    1009.6         81         2 0.000E+00
  23068800      1.1        170     20.6    1008.3         78         1 0.000E+00
  23079600      1.1        150     18.7    1007.4         77         1 0.000E+00
  23090400      0.7        360     21.9    1007.9         64         1 0.000E+00
  23101200      5.4        180     25.9    1007.4         55         1 0.000E+00
  23112000      6.6        200        26   1007.3         55         2 0.000E+00
  23122800      3.8        250     26.1    1006.6         65         6 0.000E+00
  23133600     11.2        310        24   1007.2         53         7 0.000E+00
  23144400      8.8        320     21.6    1009.6         43         6 0.000E+00
  23155200     10.3        320        19   1009.9         48         4 0.000E+00
  23166000      6.1        320     16.9    1009.8         52         0 0.000E+00
  23176800      8.6        300     18.2    1010.8         56         5 0.000E+00
  23187600        10       300     21.7    1009.3         44         6 0.000E+00
  23198400      8.8        290     24.1    1007.8         41         3 0.000E+00
  23209200      8.9        320        25   1006.7         36         3 0.000E+00
  23220000      9.7        340     23.6    1006.8         43         3 0.000E+00
  23230800      6.8        320     20.1    1008.4         53         2 0.000E+00
  23241600      6.1        320     18.1    1008.9         60         2 0.000E+00
  23252400         7       320     16.6    1008.7         67         1 0.000E+00
  23263200      7.1        320        18   1008.8         58         3 0.000E+00
  23274000      9.2        300     21.7    1008.9         44         2 0.000E+00
  23284800      8.5        310     22.9    1008.7         38         3 0.000E+00
  23295600     10.3        310     24.3    1008.1         35         3 0.000E+00
  23306400      9.7        340        23      1008        38         1 0.000E+00
  23317200      7.7        330     19.7       1010        50         1 0.000E+00
  23328000      6.8        320        18   1010.7         52         0 0.000E+00
  23338800      6.6        330     16.2    1010.8         60         0 0.000E+00
  23349600      5.8        320     16.9    1011.6         58         0 0.000E+00
  23360400      8.3        320     22.1    1011.7         40         0 0.000E+00
  23371200      8.1        300        25   1011.6         29         1 0.000E+00
  23382000      5.9        280     26.7    1010.6         30         1 0.000E+00
  23392800      7.4        260     23.7    1010.5         49         1 0.000E+00
  23403600      4.7        260     20.8    1012.4         69         1 0.000E+00
  23414400      1.7        220     18.8    1012.7         81         1 0.000E+00
  23425200      0.9        130     16.3    1012.5         88         1 0.000E+00
  23436000      3.9        360     17.8    1013.4         74         1 0.000E+00
  23446800      3.4        250     23.4    1013.6         50         3 0.000E+00
  23457600      3.9        270     28.1    1013.2         29         5 0.000E+00
  23468400      7.3        250     26.8    1012.6         44         2 0.000E+00
  23479200      4.7        260     24.1    1012.8         55         1 0.000E+00
  23490000      2.3        260     21.4    1013.3         66         2 0.000E+00
  23500800      1.9        150     19.5    1013.2         72         2 0.000E+00
